LA,LP,LL,LW,RLW,LMF,LS,LA_Boxcox,LP_Boxcox,LL_Boxcox,LW_Boxcox,RLW_Boxcox,LMF_Boxcox
451.74,146.81,37.51,35.02,1.07,0.083837296,3,3.474621273,5.436934904,2.910984804,3.330646041,0.068084058,-1.73118911
404.6,143.01,34.35,33.73,1.02,0.079132167,3,3.44302198,5.405879726,2.854884187,3.297744167,0.019838962,-1.757780905
179.57,74.27,24.96,14.41,1.73,0.130216772,2,3.186568689,4.638899381,2.646029841,2.53973499,0.576889497,-1.512066717
410.68,138.05,37.82,30.71,1.23,0.086196717,3,3.447340725,5.364122876,2.916199797,3.215314419,0.211031254,-1.718241241
135.2,57.59,16.83,15.46,1.09,0.163058156,3,3.086352,4.345720351,2.37642799,2.603336624,0.086868649,-1.38808701
872.2,258.51,60.58,44.87,1.35,0.052206115,2,3.649026894,6.113730561,3.20589376,3.54677187,0.30859581,-1.935862752
1238.67,289.46,67.4,53.92,1.25,0.059134169,3,3.732782622,6.250565453,3.269141886,3.705704689,0.227815677,-1.884891939
344.15,86.94,38.2,13.89,2.75,0.182124551,1,3.395302847,4.821724683,2.922527108,2.506433287,1.112502056,-1.323891017
397.04,222.73,57.42,39.03,1.47,0.03201377,3,3.437541474,5.934266245,3.173810674,3.42542626,0.399330774,-2.11795048
374.14,152.97,41.82,31.49,1.33,0.063956045,3,3.420140242,5.485664165,2.979467893,3.237384122,0.292839423,-1.8518067
666.87,130.32,56.6,19.86,2.85,0.157064859,1,3.580715226,5.296064723,3.165159753,2.828468917,1.155717535,-1.409333355
272.44,107.64,30.9,20.89,1.48,0.094055346,1,3.323528235,5.071190973,2.786583404,2.87366613,0.406616124,-1.676805123
1078.67,297.92,77.81,60.28,1.29,0.048612647,3,3.700479538,6.285508305,3.352964546,3.801625441,0.260738386,-1.964162328
678.53,210.2,50.19,47.34,1.06,0.061427611,3,3.585241601,5.864759756,3.092255857,3.593237585,0.058584251,-1.868931951
193.24,72.56,26.64,15.43,1.73,0.14681231,3,3.21153568,4.611945483,2.689317416,2.601582397,0.576889497,-1.447015833
138.46,79.23,24.63,16.79,1.47,0.08822771,3,3.094992713,4.713818736,2.637141569,2.677752928,0.399330774,-1.707290349
160.02,87.38,27.26,15.56,1.75,0.083832067,3,3.14657276,4.827600392,2.704521639,2.609158652,0.589624729,-1.731218083
204.61,72.53,32.42,10.68,3.03,0.155579185,3,3.230731326,4.611467151,2.817682266,2.26698446,1.230484649,-1.414686455
351.9,110.26,35.22,24.56,1.43,0.115782596,3,3.401964703,5.099394956,2.870891762,3.017768817,0.369779276,-1.573481795
130.34,47.07,17.89,10.31,1.73,0.235314837,1,3.072992679,4.115015877,2.419090391,2.234679813,0.576889497,-1.166426606
180.66,72.75,24.42,15.49,1.58,0.136538775,3,3.188642402,4.614970491,2.631415307,2.605087324,0.477346663,-1.486645533
225.42,84.64,28,16.06,1.74,0.125863883,2,3.262739677,4.790535355,2.722166955,2.637698466,0.583272024,-1.530069768
214.12,73.85,32.64,12.29,2.66,0.157042148,2,3.245824099,4.632335097,2.822047144,2.395214253,1.072498971,-1.409414922
1041.68,205.27,49.95,40.11,1.25,0.098887945,3,3.692183224,5.836308859,3.089325543,3.449229217,0.227815677,-1.652500109
137.55,54.21,18.99,13.62,1.39,0.187224109,3,3.092605623,4.276377708,2.460453915,2.488628227,0.339546295,-1.307514097
126.42,46.31,17.72,9.74,1.82,0.235790452,3,3.06177176,4.096467235,2.412442923,2.182481924,0.633283951,-1.165135546
341.29,103.01,31.51,22.17,1.42,0.12865444,3,3.39279855,5.019687896,2.799266484,2.926715977,0.362286278,-1.518479838
127.28,46.79,18,9.68,1.86,0.232548781,3,3.064269107,4.108216053,2.423353913,2.176804016,0.657621072,-1.173971025
258.14,87.81,34.04,14.68,2.32,0.133914419,3,3.306469536,4.833315012,2.849069744,2.55653796,0.910649624,-1.497097425
142.1,57.14,24.68,8.89,2.78,0.174089909,1,3.104355258,4.336718762,2.638496865,2.098442909,1.125599344,-1.350348843
255.59,91.28,40.8,9.43,4.33,0.122702267,3,3.303307832,4.878465454,2.964002756,2.152746516,1.68360181,-1.543417295
191.97,58.66,23.44,12.03,1.95,0.223156345,1,3.209307224,4.36685418,2.603939206,2.375730387,0.710857909,-1.200061041
224.1,69.03,30.24,10.53,2.87,0.188116158,2,3.260817048,4.55430694,2.772539302,2.254030043,1.164211936,-1.304681102
250.83,102.46,28.69,19.83,1.45,0.09557202,3,3.297302905,5.013421829,2.738153351,2.827116314,0.384638069,-1.669086147
210.41,66.66,28.32,12.12,2.34,0.189406879,1,3.240034194,4.513988863,2.729635445,2.382523811,0.920688126,-1.300598373
391.83,106.93,37.62,19.06,1.97,0.137075091,3,3.433690772,5.063433681,2.912840821,2.791653577,0.72241556,-1.484526683
348.71,137.23,35.3,30.34,1.16,0.074067258,3,3.399244235,5.357080227,2.87234133,3.204641295,0.150477397,-1.787656326
131.08,68.44,18.07,16.21,1.11,0.111937711,2,3.075065245,4.544396424,2.42605182,2.646080925,0.10537443,-1.590726641
176.28,56.13,23.65,11.2,2.11,0.22380663,1,3.180216239,4.31626327,2.609934478,2.310475455,0.800746358,-1.198230521
398.5,119.31,36.51,26.36,1.38,0.111978495,3,3.438609635,5.192070163,2.893825578,3.080470344,0.331877411,-1.590541589
485.6,151.18,42.82,29,1.48,0.084986508,3,3.494958731,5.471702499,2.994222978,3.164824676,0.406616124,-1.724851533
157.73,53.36,21.64,10.7,2.02,0.221586171,1,3.141504046,4.258282357,2.549930708,2.268697443,0.75089684,-1.204496241
345.82,121.47,40.24,20.62,1.95,0.093750164,3,3.396753566,5.213183857,2.955325873,2.862045676,0.710857909,-1.678368692
344.1,95.65,33.83,20.52,1.65,0.150443946,3,3.395259281,4.933023907,2.845096956,2.857701705,0.524716934,-1.433465994
652.45,143.45,47.44,31.67,1.5,0.126825365,3,3.574983569,5.409516129,3.057695145,3.242396597,0.421067298,-1.526056617
349.77,103.96,26.45,23.6,1.12,0.12945237,3,3.400151534,5.030435367,2.684578179,2.98234877,0.114525613,-1.515197785
346.05,113.2,35.79,22.42,1.6,0.108020452,3,3.396952703,5.130282945,2.881139992,2.936705757,0.491052739,-1.60872214
187.95,67.07,24.1,14.41,1.67,0.16712665,3,3.202134409,4.521061787,2.622582111,2.53973499,0.537950137,-1.373969687
178.86,72.91,22.48,17.39,1.29,0.134585732,3,3.185209739,4.617511951,2.575740189,2.709344603,0.260738386,-1.494410449
252.95,78.87,30.55,14.9,2.05,0.162656339,3,3.299994199,4.708535692,2.779178305,2.569993954,0.767710953,-1.389494428
260.2,107.27,29.78,20.64,1.44,0.090450448,3,3.30899631,5.067154629,2.762545355,2.862911848,0.377229694,-1.695503342
1219.63,163.91,68.43,29.91,2.29,0.181583837,1,3.729210315,5.567710408,3.278064935,3.19206646,0.895458826,-1.325645978
126.31,46.55,17.92,8.96,2,0.233162313,3,3.061450854,4.102356273,2.420256091,2.105672434,0.739574028,-1.172292289
378.92,125.71,32.98,31.24,1.06,0.095910878,3,3.423876749,5.253594884,2.828728134,3.230372827,0.058584251,-1.66737314
624.65,107.73,43.81,21.6,2.03,0.215289781,3,3.563489705,5.072170759,3.008453262,2.903495407,0.756524022,-1.222502634
164.86,67.44,23.23,13.29,1.75,0.144990706,3,3.157003513,4.527408906,2.59788316,2.466362583,0.589624729,-1.453899667
219.41,93.36,27.55,20.44,1.35,0.100691943,3,3.253873761,4.904741353,2.71150022,2.854210689,0.30859581,-1.643637515
358.17,112.54,51.59,11.99,4.3,0.113118953,3,3.407226154,5.123416931,3.109040833,2.372694148,1.674488659,-1.585385643
567.47,183.7,47.23,34.8,1.36,0.067264294,3,3.537780447,5.70352228,3.054963747,3.325124701,0.316402778,-1.830091955
270.48,85.94,29.89,18.56,1.61,0.14648881,3,3.32125479,4.808263248,2.764950945,2.767820813,0.497853488,-1.448234013
186.07,73.42,28.28,13.64,2.07,0.138072627,3,3.198716159,4.625577051,2.728707093,2.489959623,0.778809295,-1.48060085
489.4,156.98,51.83,27.59,1.88,0.079439281,3,3.497133983,5.516377129,3.111866735,3.120812732,0.669630044,-1.756012377
170.61,61.68,25.94,10.55,2.46,0.179380712,1,3.168925496,4.424553338,2.671665142,2.255768318,0.979492436,-1.332834066
868.96,201.92,47.36,44.87,1.06,0.085251318,3,3.648105379,5.816596921,3.056656221,3.54677187,0.058584251,-1.723399582
135.25,57.55,20.71,11.66,1.78,0.163345287,3,3.086486418,4.344922966,2.520006555,2.347236867,0.608506971,-1.387082762
341.95,126.31,48.94,14.78,3.31,0.085732824,1,3.393378706,5.259206786,3.076817696,2.562680069,1.339892222,-1.720767452
339.54,83.95,26.53,22.17,1.2,0.192712344,3,3.391253685,4.781018787,2.686578303,2.926715977,0.185432709,-1.290229625
378.12,94.88,31.63,23.56,1.34,0.168011995,3,3.423255367,4.923587741,2.801728976,2.980840674,0.300741572,-1.370929138
201.48,77.22,27.53,14.07,1.96,0.135155069,3,3.225577831,4.684019769,2.711021599,2.51810501,0.716648748,-1.492138884
412.75,91.55,38.86,16.57,2.35,0.196983739,1,3.448793519,4.881908746,2.933350034,2.665874961,0.925681181,-1.277011262
432.95,121.67,36.09,24.31,1.48,0.116985145,3,3.4625249,5.215120446,2.88646026,3.008684993,0.406616124,-1.568169516
687.57,190.53,52.41,38.5,1.36,0.075761781,3,3.588686812,5.747129129,3.118635618,3.41349407,0.316402778,-1.777508312
126.88,46.36,17.77,9.82,1.81,0.236138232,3,3.06311009,4.097696545,2.414405488,2.189996292,0.627131631,-1.164192633
126.35,47.24,18.2,7.85,2.32,0.226472492,3,3.061567586,4.119125303,2.431031145,1.983480831,0.910649624,-1.190764421
299.78,125.52,34.78,19.32,1.8,0.076109135,3,3.353322321,5.251812387,2.862852315,2.803791609,0.620951548,-1.775447514
770.1,141.8,52.55,24.59,2.14,0.153198549,3,3.61781289,5.395823605,3.120256856,3.018852426,0.816977818,-1.423338336
499.91,136.36,44.87,29.04,1.55,0.107541931,3,3.503045714,5.349563562,3.023293871,3.166040637,0.45652004,-1.610951148
133.24,55.13,24.45,7.61,3.21,0.175355192,1,3.081035083,4.295656951,2.632236731,1.954706196,1.301715593,-1.346127131
184.69,69.08,30.85,9.99,3.09,0.154809895,1,3.196180395,4.55514305,2.78553133,2.205755674,1.254602628,-1.417472203
242.91,92.03,23.94,22.7,1.05,0.114721956,3,3.28700042,4.888006002,2.618115862,2.947758051,0.049011127,-1.578198909
159.59,85.97,29.43,13.74,2.14,0.086371769,3,3.145627691,4.808669288,2.754824132,2.496586375,0.816977818,-1.717290405
216.67,76.85,22.4,19.58,1.14,0.146747608,3,3.249733963,4.678452833,2.573329298,2.815761382,0.13263001,-1.447259328
208.36,64.26,21.34,16.31,1.31,0.201833336,3,3.236781841,4.471723873,2.540438535,2.651624654,0.276888754,-1.26224141
161.72,67.7,30.06,8.55,3.51,0.141138789,1,3.150279308,4.531848951,2.768649141,2.062466835,1.413508476,-1.468655203
231.05,75.44,32.09,12.49,2.57,0.162391242,1,3.270790126,4.65699826,2.811072036,2.409913112,1.03137726,-1.390424281
127.37,56.74,19.93,13.21,1.51,0.158251734,3,3.06452928,4.328659672,2.493718141,2.460878479,0.428234083,-1.405081946
143.4,58.78,20.66,13.9,1.49,0.166016013,3,3.107629146,4.369201062,2.518355079,2.507085822,0.41386147,-1.377799731
232.01,82.35,35.47,10.06,3.52,0.136848326,3,3.272139231,4.758657366,2.875409419,2.212164143,1.417098676,-1.485421875
260.11,74.84,32.08,13.52,2.37,0.185758837,1,3.308886422,4.647750926,2.810870533,2.481940683,0.93561557,-1.312187853
301.76,113.96,35.94,23.01,1.56,0.09294302,3,3.355351788,5.138141522,2.883806375,2.95983077,0.463498467,-1.682521026
350.03,84.73,33.57,17.96,1.87,0.195025251,2,3.400373572,4.791771117,2.840139626,2.738326542,0.663638641,-1.283047213
215.04,106.15,32.77,20.37,1.61,0.076337731,3,3.247241162,5.054854018,2.824610851,2.851144404,0.497853488,-1.774094832
132.6,52.95,22.38,8.81,2.54,0.189178417,1,3.079278482,4.249454229,2.57272506,2.090107944,1.017409175,-1.301319627
258.77,82.05,30.62,16.17,1.89,0.153750574,3,3.307244862,4.754417918,2.78066694,2.643853494,0.675595532,-1.421323901
272.39,107.35,27.57,22.67,1.22,0.094546848,3,3.323470485,5.06802849,2.71197845,2.94658066,0.202555496,-1.674294312
388.19,114.22,35.46,23.97,1.48,0.119020021,3,3.43096362,5.140818364,2.875229401,2.996174265,0.406616124,-1.559265686
626.41,144.36,48.28,28.55,1.69,0.120233344,3,3.564235526,5.41700281,3.068486221,3.151023987,0.551054815,-1.554006593
195.86,85.73,28.25,15.65,1.8,0.1065958,3,3.216077654,4.805417129,2.728009858,2.61436539,0.620951548,-1.615378581
231.86,96.92,28.88,19.58,1.48,0.098732245,3,3.271928877,4.948428284,2.742479488,2.815761382,0.406616124,-1.653270243
636.64,181.98,48.46,33.29,1.46,0.076896503,3,3.568521143,5.692293927,3.070771098,3.286222466,0.392004924,-1.770800119
304.27,90.07,32.84,19.73,1.66,0.15002333,3,3.35790153,4.86291256,2.825986571,2.822592257,0.531349776,-1.435023689
216.86,69,30.27,10.29,2.94,0.182197017,1,3.250023062,4.553804994,2.773185127,2.232899509,1.193567461,-1.323656092
328.4,88.9,25.89,19.54,1.32,0.166210945,2,3.381188927,4.847680667,2.670383797,2.813930647,0.284888707,-1.377126228
211,70.66,24.16,15.5,1.56,0.169042217,3,3.240963159,4.581267386,2.624248356,2.605670109,0.463498467,-1.367404935
465.82,160.2,46.1,28.98,1.59,0.072602755,3,3.483294466,5.540495639,3.040027611,3.164216043,0.484217263,-1.796556809
312.65,99.44,34.66,18,1.93,0.126472526,3,3.366233907,4.978425492,2.860639855,2.740324408,0.699203252,-1.527526891
460.81,116.34,37.35,26.82,1.39,0.136183273,3,3.480245016,5.162427796,2.908274176,3.095781985,0.339546295,-1.488053202
273.11,90.72,27.57,21.98,1.25,0.132736851,3,3.324300862,4.871292335,2.71197845,2.919045283,0.227815677,-1.501833281
664.71,153.84,44.15,34.9,1.26,0.112344977,3,3.579866239,5.492393104,3.013257099,3.327638876,0.236125958,-1.588880806
763.89,158.53,50.38,32.21,1.56,0.121581612,3,3.615755045,5.528046037,3.094564524,3.257258595,0.463498467,-1.548205408
500.45,177.3,40.61,35.77,1.14,0.063680023,3,3.503345399,5.661215331,2.961073921,3.349202008,0.13263001,-1.853653221
597.19,118.85,45.63,20.82,2.19,0.169111891,2,3.551514032,5.187526063,3.033693421,2.870668443,0.843622794,-1.367167129
557.4,108.14,37.39,20.82,1.8,0.190657645,3,3.532929075,5.076624249,2.908953057,2.870668443,0.620951548,-1.296660319
