,LA,LP,LL,LW,RLW,LMF,LS,LA_Boxcox,LP_Boxcox,LL_Boxcox,LW_Boxcox,RLW_Boxcox,LMF_Boxcox
52,239.39,110.76,29.27,23.8,1.23,0.078054887,3.0,3.282290638957868,5.104703744952785,2.7512599277290737,2.989849699960978,0.19288164222021004,-1.7640221995817522
53,251.48,124.5,30.06,29.45,1.02,0.064897018,3.0,3.2981309738097,5.242198407448465,2.7686491407333973,3.178405010070761,0.019667681341023837,-1.8455528804986867
54,777.3,221.28,52.76,43.48,1.21,0.063498627,3.0,3.620173885989525,5.926418834859921,3.1226796180981777,3.519441767331937,0.17859323383788522,-1.8548697291602754
55,306.66,150.8,35.32,26.52,1.33,0.053940434,3.0,3.36030590052384,5.468718029243075,2.8727031435730255,3.0858273503851805,0.2588247062271688,-1.9226843308402626
56,300.75,118.8,36.6,22.92,1.6,0.085237901,3.0,3.3543185689165167,5.1870311157115685,2.895391451440618,2.956343250540211,0.4012794903324611,-1.7234730727388394
57,127.51,46.89,17.91,9.7,1.85,0.231976382,3.0,3.064933553354534,4.110649063102887,2.419867768545442,2.178700698286395,0.5010889221026787,-1.1755399750283149
58,1099.41,164.13,71.38,24.95,2.86,0.163246446,1.0,3.704982480007528,5.569305474716655,3.302807544980118,3.0317498055652776,0.7469219326984587,-1.3874283230164846
59,670.48,141.75,63.77,17.43,3.66,0.133474924,1.0,3.5821267549458895,5.395406281906214,3.2364249126965703,2.7114103530034637,0.8565787095441736,-1.4988615766195903
60,228.23,96.48,31.26,17.6,1.78,0.098074958,3.0,3.266787694537905,4.943113526561708,2.7941022128892126,2.7201352764238402,0.4755408065611479,-1.6565306393659278
61,568.08,168.45,52.44,27.46,1.91,0.080080626,3.0,3.5380709827013845,5.600215304874429,3.1189834366280986,3.1166379957640267,0.5217202376108407,-1.75233433983998
62,662.21,201.42,55.32,40.8,1.36,0.065290582,3.0,3.578879452016385,5.813627778534233,3.1513698653165982,3.4640911452764076,0.2769983690872569,-1.842955778177106
63,454.42,93.1,33.85,18.79,1.8,0.209709482,2.0,3.4762970521051666,4.901487969109152,2.845476511563216,2.778865556789864,0.48301160162745826,-1.2387677476367873
64,466.37,129.6,43.28,27.24,1.59,0.111065863,3.0,3.4836268250385434,5.289528267166084,3.0008805956131277,3.109526137724834,0.3967394935637946,-1.5946937331326143
65,495.7,139.0,36.87,34.5,1.07,0.102624088,3.0,3.5006958084772695,5.372231689499496,2.900063189909731,3.3175369711368066,0.06610054930922961,-1.6342661717639877
66,466.52,95.33,39.52,17.77,2.22,0.205338825,3.0,3.4837173862826525,4.929111326827511,2.943967979106463,2.72877322260575,0.6130411273912114,-1.2517170985030943
67,686.75,123.42,53.94,19.26,2.8,0.180338136,1.0,3.588376563059562,5.23193560871344,3.1360943817832103,2.8010056275049555,0.7365933540004941,-1.3297028499475088
68,1032.97,228.36,57.09,42.04,1.36,0.079233279,3.0,3.690177930713208,5.964275119367243,3.170346032338571,3.4901557990560805,0.2769983690872569,-1.7571981246880362
69,321.12,139.93,39.3,27.74,1.42,0.065600278,3.0,3.3743864116021864,5.3801180980059025,2.9404509870312974,3.1256044565187815,0.3113866732454366,-1.8409197068384195
70,228.02,75.73,32.35,12.52,2.58,0.159036577,1.0,3.266487256941427,4.661442365517341,2.816286444820015,2.4120968642922582,0.6952795890959342,-1.402282706637133
71,813.94,150.43,64.99,23.45,2.77,0.143874382,2.0,3.6317932134204582,5.465805108796096,3.247649631040595,2.976679675549396,0.7312874758585579,-1.4581478192579058
72,129.95,47.04,18.12,9.18,1.97,0.234910078,1.0,3.071894661081159,4.114289195941151,2.4279717031808596,2.1280181848988438,0.5412836525579663,-1.16752674688354
73,543.7,136.9,44.72,27.98,1.6,0.116041258,3.0,3.5261564284377744,5.354234511473195,3.021217899184545,3.13321559406006,0.4012794903324611,-1.5723359454864518
74,620.98,144.29,43.47,31.95,1.36,0.119306784,2.0,3.5619263120554985,5.416428532812298,3.003607270862509,3.2501353443242027,0.2769983690872569,-1.5580193952303738
